               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  81,            0.023538,           0.0085115,           0.0044365,             0.99661,             0.99782,             0.99499,             0.82986,            0.011462,            0.003879,           0.0011011,           0.0085111,           0.0085111,           0.0085111
                  82,             0.02253,           0.0082931,           0.0046115,             0.99452,             0.98742,             0.99452,             0.81842,            0.011752,           0.0042056,           0.0012132,           0.0084759,           0.0084759,           0.0084759
                  83,            0.022398,           0.0082585,           0.0056124,             0.99621,              0.9992,             0.99407,             0.84396,            0.011655,           0.0038058,           0.0011584,           0.0084404,           0.0084404,           0.0084404
                  84,             0.02295,           0.0085896,           0.0045095,             0.99402,             0.99863,             0.99496,             0.83653,            0.011382,           0.0039127,           0.0010776,           0.0084046,           0.0084046,           0.0084046
                  85,            0.021476,           0.0086769,           0.0050155,             0.99393,             0.99756,               0.995,              0.8281,            0.012071,           0.0038792,           0.0010375,           0.0083684,           0.0083684,           0.0083684
                  86,            0.023017,           0.0090514,           0.0046981,             0.99522,             0.99931,               0.995,              0.8316,            0.011535,            0.003923,           0.0010944,           0.0083319,           0.0083319,           0.0083319
                  87,            0.022428,           0.0084254,           0.0048396,             0.99707,             0.99773,             0.99498,             0.83399,            0.011101,           0.0037405,           0.0010572,           0.0082952,           0.0082952,           0.0082952
                  88,            0.022138,              0.0087,           0.0042071,             0.99594,                   1,             0.99496,             0.83695,            0.011835,            0.003831,            0.000966,           0.0082581,           0.0082581,           0.0082581
                  89,            0.023212,           0.0085514,           0.0044042,             0.99747,             0.99998,               0.995,             0.82861,            0.011074,           0.0038003,           0.0010958,           0.0082207,           0.0082207,           0.0082207
                  90,            0.022517,           0.0084549,           0.0042636,             0.99972,             0.99954,               0.995,             0.83951,            0.011412,            0.003753,           0.0011382,            0.008183,            0.008183,            0.008183
                  91,            0.021982,           0.0086269,           0.0050453,             0.99995,             0.99813,               0.995,             0.84383,            0.010524,           0.0037147,           0.0010467,            0.008145,            0.008145,            0.008145
                  92,            0.022681,           0.0084939,           0.0039142,             0.99827,             0.99959,             0.99493,             0.84139,            0.010957,           0.0036854,           0.0010133,           0.0081068,           0.0081068,           0.0081068
                  93,            0.021121,           0.0082295,           0.0047378,             0.99742,                   1,             0.99498,             0.84172,            0.012256,            0.003766,          0.00097159,           0.0080682,           0.0080682,           0.0080682
                  94,            0.021806,           0.0081097,           0.0046836,             0.99731,             0.99999,             0.99496,             0.82701,            0.011317,           0.0038065,           0.0012815,           0.0080294,           0.0080294,           0.0080294
                  95,            0.021936,            0.008348,           0.0044624,             0.99739,             0.99903,               0.995,             0.82067,            0.011574,           0.0037984,           0.0010191,           0.0079903,           0.0079903,           0.0079903
                  96,            0.021364,           0.0084183,           0.0037408,             0.99968,                   1,               0.995,             0.84299,            0.010944,           0.0036676,          0.00094039,           0.0079509,           0.0079509,           0.0079509
                  97,            0.020841,           0.0085246,           0.0038702,             0.99856,             0.99813,               0.995,             0.85451,            0.010351,           0.0036867,           0.0010452,           0.0079112,           0.0079112,           0.0079112
                  98,            0.021217,           0.0081884,           0.0035186,             0.99222,             0.99945,             0.99496,             0.82908,            0.011037,           0.0038755,           0.0013663,           0.0078713,           0.0078713,           0.0078713
                  99,            0.021463,           0.0077815,           0.0039583,             0.99786,                   1,             0.99496,             0.84943,           0.0099759,           0.0036141,           0.0010521,           0.0078311,           0.0078311,           0.0078311
                 100,            0.021219,           0.0083457,           0.0047459,             0.99805,              0.9981,             0.99496,             0.84718,            0.010582,           0.0036353,          0.00095483,           0.0077907,           0.0077907,           0.0077907
                 101,            0.021502,           0.0083301,           0.0056196,             0.99733,                   1,             0.99498,             0.85037,            0.010662,           0.0036283,          0.00095044,             0.00775,             0.00775,             0.00775
                 102,            0.021675,           0.0083837,           0.0037191,             0.99788,                   1,               0.995,             0.85235,            0.010164,           0.0035983,          0.00096078,           0.0077091,           0.0077091,           0.0077091
                 103,            0.020909,           0.0083318,           0.0033979,             0.99767,                   1,             0.99498,             0.84741,            0.010683,           0.0036042,          0.00091643,           0.0076679,           0.0076679,           0.0076679
                 104,            0.021796,           0.0082212,           0.0037034,             0.99834,                   1,               0.995,             0.84566,           0.0099443,           0.0035437,          0.00097627,           0.0076265,           0.0076265,           0.0076265
                 105,            0.020466,           0.0078623,           0.0031058,             0.99786,                   1,             0.99498,             0.84799,            0.010741,           0.0035746,          0.00090212,           0.0075848,           0.0075848,           0.0075848
                 106,            0.020946,           0.0079556,           0.0030702,             0.99752,             0.99998,             0.99485,             0.84851,            0.010421,           0.0036778,          0.00088913,            0.007543,            0.007543,            0.007543
                 107,            0.020756,           0.0080536,           0.0042986,             0.99669,             0.99811,             0.99491,             0.84623,            0.010349,           0.0036403,           0.0012198,           0.0075009,           0.0075009,           0.0075009
                 108,            0.020816,           0.0081692,           0.0039371,             0.99596,                   1,               0.995,             0.85602,            0.010071,           0.0035647,           0.0010173,           0.0074585,           0.0074585,           0.0074585
                 109,            0.019654,           0.0083084,           0.0046344,             0.99514,             0.99619,             0.99495,             0.85269,            0.010335,           0.0036485,           0.0011231,            0.007416,            0.007416,            0.007416
                 110,            0.021724,           0.0077714,           0.0055888,             0.99539,             0.99857,             0.99498,             0.85118,            0.010651,           0.0036598,          0.00090128,           0.0073733,           0.0073733,           0.0073733
                 111,              0.0203,           0.0080619,           0.0045491,             0.99991,                   1,               0.995,             0.85999,           0.0098028,           0.0035042,          0.00090252,           0.0073303,           0.0073303,           0.0073303
                 112,            0.020489,           0.0076999,           0.0050178,             0.99741,                   1,             0.99498,             0.84563,            0.010404,           0.0036898,          0.00086857,           0.0072872,           0.0072872,           0.0072872
                 113,            0.020209,            0.008004,           0.0032653,             0.99704,             0.99999,             0.99498,             0.85848,            0.010244,           0.0036114,          0.00083199,           0.0072438,           0.0072438,           0.0072438
                 114,            0.021039,           0.0082408,           0.0031285,             0.99714,             0.99879,             0.99498,             0.85996,            0.010224,           0.0034766,          0.00080149,           0.0072003,           0.0072003,           0.0072003
                 115,            0.019924,           0.0079739,           0.0029148,             0.99717,             0.99999,               0.995,             0.86128,            0.009342,            0.003433,          0.00082946,           0.0071566,           0.0071566,           0.0071566
                 116,            0.020726,           0.0076871,           0.0062327,             0.99814,             0.99849,               0.995,             0.84317,            0.010855,           0.0037245,           0.0010034,           0.0071127,           0.0071127,           0.0071127
                 117,            0.020228,           0.0084262,           0.0043462,             0.99405,             0.99878,             0.99498,             0.85412,            0.010163,           0.0036047,          0.00095522,           0.0070686,           0.0070686,           0.0070686
                 118,            0.019792,           0.0082419,           0.0038494,             0.99775,                   1,             0.99498,             0.85901,            0.010142,           0.0034948,          0.00084755,           0.0070243,           0.0070243,           0.0070243
                 119,            0.019838,           0.0080928,           0.0031292,             0.99741,             0.99992,             0.99498,              0.8598,           0.0099248,            0.003519,          0.00078778,           0.0069799,           0.0069799,           0.0069799
                 120,            0.019905,           0.0080604,           0.0037957,             0.99585,             0.99999,             0.99495,             0.84692,            0.010187,           0.0036412,          0.00081151,           0.0069353,           0.0069353,           0.0069353
                 121,            0.019772,           0.0082182,           0.0043428,             0.99563,                   1,             0.99497,             0.85785,           0.0097028,           0.0034823,          0.00083138,           0.0068906,           0.0068906,           0.0068906
                 122,            0.019977,           0.0079577,           0.0033433,             0.99671,             0.99626,             0.99496,             0.85292,           0.0098612,           0.0035834,           0.0010776,           0.0068457,           0.0068457,           0.0068457
                 123,            0.019978,           0.0077883,           0.0036393,             0.99764,             0.99813,               0.995,             0.85616,           0.0098738,           0.0034503,          0.00095334,           0.0068006,           0.0068006,           0.0068006
                 124,            0.019189,           0.0076348,           0.0037808,             0.99799,                   1,               0.995,             0.86526,           0.0098686,           0.0035275,          0.00076473,           0.0067555,           0.0067555,           0.0067555
                 125,             0.01957,           0.0077447,           0.0035822,             0.99823,             0.99997,               0.995,             0.86226,           0.0099948,           0.0034521,           0.0007039,           0.0067101,           0.0067101,           0.0067101
                 126,            0.020061,           0.0075486,           0.0029046,             0.99984,                   1,               0.995,             0.86268,           0.0091783,           0.0034962,          0.00073065,           0.0066647,           0.0066647,           0.0066647
                 127,            0.019539,           0.0079047,           0.0034555,             0.99976,                   1,               0.995,             0.85971,           0.0093517,           0.0035425,          0.00075355,           0.0066191,           0.0066191,           0.0066191
                 128,            0.021931,           0.0076884,           0.0044048,             0.99994,             0.99891,               0.995,             0.86393,           0.0097979,           0.0034748,          0.00079772,           0.0065734,           0.0065734,           0.0065734
                 129,             0.01997,           0.0077792,           0.0040995,             0.99788,             0.99813,             0.99496,             0.86571,           0.0098517,           0.0035093,          0.00080495,           0.0065276,           0.0065276,           0.0065276
                 130,            0.019867,           0.0077881,           0.0038669,             0.99744,                   1,             0.99498,             0.86389,             0.01007,           0.0034578,          0.00078837,           0.0064816,           0.0064816,           0.0064816
